rank;id;tweeter;tweeterid;time;text;replies;reposts;likes;views;query;datetime;Hate Score;Hate Threatening Score;Self-Harm Score;Sexual Score;Sexual Minors Score;Violence Score;Violence Graphic Score;position
119;6cd77a07a51f0bb4;5b2ab6f43d9bee59;ee5a48f57d345fcd;2023-12-21T06:40:11.000Z;Meer alleenstaande jonge vreemdelingen naar Nederland in 2023, vooral Syriërs;232.0;61;52;66K;vreemdelingen;2024-10-12 11_04_33.324198;0.004097360186279;0.000216814878513;0.000051790364523;0.000961967860349;0.000171110019437;0.001295722322538;0.000021072191885;5. Is neutral.
120;26da0bf6c4328ef8;5b2ab6f43d9bee59;ee5a48f57d345fcd;2015-08-29T15:17:55.000Z;In Duitsland hebben duizenden mensen geprotesteerd tegen vreemdelingenhaat: http://nos.nl/l/2054840;1.0;22;13;/NOS###/NOS###/NOS/status/637645360652001280###http://t.co/CRqnBpeO8A;vreemdelingen;2024-10-12 11_04_33.324198;0.027074337005615;0.000046279448725;0.000006257414952;0.000079135403212;0.000011247941984;0.006535616703331;0.000007764611837;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
121;728497b5abb0e52e;7297bbeaa90bbef4;e55f1b90c0e4eb30;2024-09-15T09:06:04.000Z;‘Ipv meer leeflonen, meer sociale woningen, meer taallessen en meer van dit en meer van dat zou het in #Antwerpen misschien ook eens met minder, minder, minder kunnen. Minder asielzoekers, minder illegalen, minder vreemdelingen…’ #AntwerpenWeerVanOns;67.0;138;819;52K;vreemdelingen;2024-10-12 11_04_33.324198;0.104787550866604;0.001215351512656;0.000586152251344;0.000031770814530;0.000020173432858;0.033017441630363;0.000121537486848;1. Against immigration, migrants, foreigners, refugees, or Muslims.
122;f11f8ec4d824efb3;7408ed77edc23c02;330dea4584a42f90;2024-09-26T12:29:30.000Z;"Groen bevordert de instroom van illegalen en daarmee ook de invasie van vreemdelingen. Stem ze weg! 

Groen Leuven pleit voor contactkaart voor mensen zonder wettig verblijf";32.0;68;335;5,4K;vreemdelingen;2024-10-12 11_04_33.324198;0.371539413928986;0.001780082122423;0.000047683690354;0.000369959394447;0.000087886757683;0.142592206597328;0.000216467058635;1. Against immigration, migrants, foreigners, refugees, or Muslims.
123;d5bc687d6d048018;cb7c9f5200f6c4ad;3d93975ae209d123;2024-09-28T07:57:56.000Z;Veel Vlaams Belang-stemmers in armoede of arbeidersposities denken dat hun tekort aan middelen door vreemdelingen komt, terwijl het neoliberalisme de laatste 10 jaar juist sterker is geworden. Elke bespaarde euro op migratie zou echter naar bedrijven stromen van Huts en co.;8.0;5;21;1,1K;vreemdelingen;2024-10-12 11_04_33.324198;0.100197233259678;0.000113936453999;0.000451922795037;0.000243104179390;0.000053607149312;0.022776782512665;0.000371067086235;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
124;365a1199e9b71f17;44597143c123b7f1;2d832b60a168d460;2024-10-02T08:27:29.000Z;"""Hoewel Rotterdam stopt, gaan Amsterdam en Utrecht in 2025 door met de regeling en zullen de kosten zelf betalen"" (nouja zelf?) 

Rotterdam eerste stad die opvang ongedocumenteerde vreemdelingen beëindigt 

https://nieuwrechts.nl/100242-rotterdam-eerste-stad-die-opvang-ongedocumenteerde-vreemdelingen-beindigt… @Kijkverder1";5.0;2;14;246;vreemdelingen;2024-10-12 11_04_33.324198;0.019651129841805;0.000113027672341;0.000038652993680;0.000066617918492;0.000092830785434;0.008397056721151;0.000257020903518;5. Is neutral.
125;d3c6eecb7e194ce8;ec616988243e32ba;51f5a28559c8589b;2024-10-10T19:02:53.000Z;"Laat burgermilities toe, de flikken hebben het te druk met burgers te couillonneren met pestboetes voor het overtreden van onnozele regeltjes.
O, neen, juist: Vlamingen hebben daar de ballen niet voor.
Misschien het overlaten aan de vreemdelingen zelf?";;;2;286;vreemdelingen;2024-10-12 11_04_33.324198;0.637143135070801;0.034171078354120;0.000049146943638;0.006966167129576;0.001420481479727;0.370373994112015;0.000550205586478;6. Other: Suggests foreigners handle issues.
126;f6477fe653791259;ad549ff6efa9d64e;e0bf0e498ded46e2;2024-10-08T08:27:55.000Z;"Tja, als je denkt dat vreemdelingen ""minder kwaliteitsvol"" noemen het benoemen van feiten is, dan kan ik je verder ook niet helpen.";1.0;;2;107;vreemdelingen;2024-10-12 11_04_33.324198;0.014483902603388;0.000001919758688;0.000015267578419;0.000012054008039;0.000003584137403;0.001158716971986;0.000010603749615;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
127;93e1c66828086d96;2745c17f3ee532c1;08f1a19032fb2d0a;2024-10-04T05:54:12.000Z;Nog eens 200 miljard dollar voor Oekraïne  $ 2.500 per maand voor illegale vreemdelingen en $750 voor Amerikanen die alles verloren door orkaan Helene.;75.0;184;388;18K;vreemdelingen;2024-10-12 11_04_33.324198;0.003830110421404;0.000015258074200;0.000012067626812;0.000225119089009;0.000020015988412;0.027701368555427;0.001431481097825;1. Against immigration, migrants, foreigners, refugees, or Muslims.
128;bc0a2391c18909b6;5b2ab6f43d9bee59;ee5a48f57d345fcd;2024-06-14T11:44:12.000Z;Aanpak van overlastgevende vreemdelingen Utrecht is effectief, zegt burgemeester;25.0;1;6;23K;vreemdelingen;2024-10-12 11_04_33.324198;0.005736980121583;0.000007000980077;0.000005577387128;0.000177925554453;0.000005737520496;0.010700595565140;0.000170430837898;5. Is neutral.
129;de8cc3ebf83d7f5f;2adac07958e9b2ae;6763577aa88765ba;2024-10-03T20:36:08.000Z;Cees maakt zich waarschijnlijk veel zorgen om de omgangsvormen in ons land. En constateert steeds vaker dat al die vreemdelingen weinig bijdragen aan het wederzijds respect dat wij Nederlanders al eeuwen voor elkaar hebben;1.0;;18;205;vreemdelingen;2024-10-12 11_04_33.324198;0.034277312457561;0.000008219680240;0.000049272948672;0.000031916333683;0.000010645767361;0.001327157486230;0.000053800216847;1. Against immigration, migrants, foreigners, refugees, or Muslims.
130;ff7fd60fda8b7cc7;0810bb70585ffe08;b3ceffaf0724ff67;2024-10-02T16:25:54.000Z;"""Met stopzetten Landelijke Vreemdelingen Voorziening zakt Rotterdam door morele ondergrens""";;;;12;vreemdelingen;2024-10-12 11_04_33.324198;0.158843412995338;0.001254235976376;0.001630537211895;0.000300538988085;0.000300583691569;0.034944728016853;0.000185365832294;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
131;b254bfe1842fd375;956eb90fb1e5e2b9;828a2196f69b7e01;2024-10-04T07:59:12.000Z;Hoezo vreemdelingen haat. Minister Faber wil mensen geen valse hoop geven. Voldoe je niet,dan volgt er een terug keer beleid. Dat heet duidelijkheid geven in het door links vertroebel land.;1.0;2;5;87;vreemdelingen;2024-10-12 11_04_33.324198;0.165730834007263;0.000211383099668;0.000068968554842;0.000023535845685;0.000028600192309;0.123924441635609;0.000255203922279;1. Against immigration, migrants, foreigners, refugees, or Muslims.
132;c75a10db709952e2;ffee89e3ddeb59c5;6fc6e1fccf0f69fd;2024-10-04T07:08:18.000Z;Wij verarmen in sneltempo terwijl de vreemdelingen hier slapend rijk worden.;;;2;53;vreemdelingen;2024-10-12 11_04_33.324198;0.421636492013931;0.002460416872054;0.000023641123335;0.000022552325390;0.000004276605978;0.287454843521118;0.000570844917092;1. Against immigration, migrants, foreigners, refugees, or Muslims.
133;9bb5400860fad9c3;0485b20e616cccba;8049bca76192860c;2024-10-06T19:42:00.000Z;Yesilgoz: als ik heel eerlijk ben en dat ben ik niet vaak moet ik wel toegeven dat ik een moslim- Arabieren- en vreemdelingen hatende domme gans ben. Een filosemiet ben ik eigenlijk ook al niet want ik zit in een kabinet met echte antisemieten.;1.0;3;2;361;vreemdelingen;2024-10-12 11_04_33.324198;0.724594533443451;0.000000965105414;0.000198781301151;0.000073567760410;0.000004075826837;0.002498853253201;0.000010670609299;1. Against immigration, migrants, foreigners, refugees, or Muslims.
134;40fc8a6315fa4e7d;8757643ad146953c;b71eaf7e010d3d6f;2024-10-06T01:26:37.000Z;"Het is volkomen legitiem om 'geen reet' om immigranten te geven. 
Het zijn vreemdelingen die messenzwaaiend hierheen worden gebracht door een overheid die onze nationale identiteit en soevereiniteit aan een bende globalisten af probeert te staan. 
Dat is er aan de hand.";1.0;;2;86;vreemdelingen;2024-10-12 11_04_33.324198;0.417721837759018;0.000052114326536;0.000005413833151;0.000014035169443;0.000016104493625;0.041023939847946;0.000209020945476;1. Against immigration, migrants, foreigners, refugees, or Muslims.
135;852c42869a5e8eb5;ae14de5cb4f2e5a3;8deb3fea6a72175b;2024-10-10T20:34:41.000Z;"Is @DassenLaurens trouwens ook geen voorstander van dat buitenlanders die hier komen veel minder belasting betalen? Dus vreemdelingen hoeven hier minder te betalen dan Nederlanders, vluchten Nederlanders naar het buitenland, moeten zij wel blijven betalen.

Te bizar voor woorden.";2.0;2;4;186;vreemdelingen;2024-10-12 11_04_33.324198;0.154050379991531;0.000024521932573;0.000100248427771;0.000014077663764;0.000018764447304;0.012505618855357;0.000040051316319;1. Against immigration, migrants, foreigners, refugees, or Muslims.
136;b80ea94a0366cb67;2658f96e60fa5608;a58d71e210cab070;2024-10-08T12:22:20.000Z;"Ik schrik steeds weer van het wereldbeeld van deugers en gutmenschen, die het blijkbaar prima vinden als ons land volstroomt met allerlei vreemdelingen, met alle nare gevolgen van dien. 

Als ""denken in landen"" facsistisch zou zijn, dan ben ik een trotse xenofobee facsist";;1;3;146;vreemdelingen;2024-10-12 11_04_33.324198;0.897347986698151;0.000258814747212;0.000006063582532;0.000061978404119;0.000003014725053;0.160198137164116;0.000051997369155;1. Against immigration, migrants, foreigners, refugees, or Muslims.
137;7ebf64e30dbabc09;3942b9021ca30f34;b6f006e9985c8968;2024-10-06T13:58:27.000Z;Dat zijn geen vreemdelingen die enkel op “onze” kosten leven (OCMW). U weet dat  wel maar wil dat niet toegeven !;1.0;;9;348;vreemdelingen;2024-10-12 11_04_33.324198;0.191005900502205;0.000055191390857;0.001084154588170;0.000031419047446;0.000003751500572;0.040172711014748;0.000166346377227;1. Against immigration, migrants, foreigners, refugees, or Muslims.
138;1bdb1b56ff13c5d6;eb27d253723c2e85;6bcacec1880450ad;2024-10-08T13:54:04.000Z;"Jantje : “papa waarom zijn er zoveel vreemdelingen op straat?”
Papa: “omdat de Belgen op hun werk zitten.”";11.0;34;238;3,2K;vreemdelingen;2024-10-12 11_04_33.324198;0.058269593864679;0.000013818923435;0.000001289186798;0.000081428341218;0.000209742240258;0.000349597888999;0.000025072718927;1. Against immigration, migrants, foreigners, refugees, or Muslims.
139;5b9f1187f9861cc4;ac009e97bfb997f1;7feb7727829c5536;2024-10-10T11:08:05.000Z;Sabine te dom om te poepen. Is Algerijn zijn een ras? Nee dus nooit racisme. Is illegaal in NL zijn strafbaar? Ja. Is uitzetten vreemdelingen volgens de wet? Ja. Kortom Sabine lukt maar wat met allerhande aantoonbare kontverhalen;;;2;14;vreemdelingen;2024-10-12 11_04_33.324198;0.191275745630264;0.001191953080706;0.000214921543375;0.037320986390114;0.000092478694569;0.282080888748169;0.000330920680426;1. Against immigration, migrants, foreigners, refugees, or Muslims.
140;596b49354c1323f8;f38bd27d89c6491c;91a555e69b00f7e3;2024-10-05T08:21:24.000Z;Zo zouden wij ook met illegale vreemdelingen moeten omgaan: geen 'bed-bad-broodregeling', maar illegaliteit en hulp erbij strafbaar stellen en uitzetten!;8.0;26;252;2,2K;vreemdelingen;2024-10-12 11_04_33.324198;0.288697570562363;0.003008038736880;0.000055164655350;0.000014175443539;0.000042205094360;0.272845864295959;0.000627693312708;1. Against immigration, migrants, foreigners, refugees, or Muslims.
141;5399799eb27fea9a;72b593427bbd4bda;d69260367b8fe766;2024-09-28T09:15:23.000Z;"""Vreemdelingen krijgen (net als bij Frontex..) een vliegticket, 200 euro op Schiphol + 615 euro eerste levensbehoeften + 2.000 euro pp voor woning, medisch of opleiding.""""
Tickets EU om in te komen 35 euro. 
#asielcrisis #EU";;;;461;vreemdelingen;2024-10-12 11_04_33.324198;0.001799007644877;0.000001631298232;0.000031685278373;0.000018357031877;0.000004740504664;0.000536128412932;0.000105244245788;1. Against immigration, migrants, foreigners, refugees, or Muslims.
142;c01ba8e1a4d7fd0d;2b70bb72a346f308;cba1a69ea4c613aa;2024-09-18T09:07:48.000Z;Rechtvaardigt een massale toestroom van vreemdelingen het uitroepen van een #asielcrisis op grond van een nationale #Vreemdelingenwet? Is dat een 'buitengewone omstandigheid' die afwijking gewone regels rechtvaardigt? Niet volgens het Hof van Justitie EU in de Litouwse zaak 2022;95.0;192;405;23K;vreemdelingen;2024-10-12 11_04_33.324198;0.017550908029079;0.000029148079193;0.001409180345945;0.000118407988339;0.000072159455158;0.016645507887006;0.001208442612551;5. Is neutral.
143;b775371037d7c939;c1b36cef39796237;967fa8d8d30eb6d4;2024-10-02T11:08:37.000Z;Rotterdam eerste stad die opvang ongedocumenteerde vreemdelingen beëindigt;3.0;8;21;330;vreemdelingen;2024-10-12 11_04_33.324198;0.148167997598648;0.001308147097006;0.000690049026161;0.000208980913157;0.000121717937873;0.145442485809326;0.000692150730174;5. Is neutral.
144;479368f5c708fab7;1e30b14a8001c739;1ba9db4cb6bb6fca;2024-10-03T16:14:50.000Z;Da alle vreemdelingen alles krijgen en dat wij daarvoor mogen betalen;;;2;32;vreemdelingen;2024-10-12 11_04_33.324198;0.492833763360977;0.000272982550086;0.000054707212257;0.000083392835222;0.000005559925739;0.057008534669876;0.000086399806605;1. Against immigration, migrants, foreigners, refugees, or Muslims.
145;c1505e8275522a1c;b02c5e2df9c9448d;5f428f0dd174fe3c;2024-09-22T22:42:37.000Z;Hoe zat het ook alweer met de brute moord op vaanstra? Zo bruut, dat moesten wel vreemdelingen zijn. Het bleek een roomblanke man. Een fries, uit de buurt.;52.0;21;76;5,4K;vreemdelingen;2024-10-12 11_04_33.324198;0.052647497504950;0.000031624240364;0.000336340919603;0.000232340113143;0.000002336241778;0.366948276758194;0.030162284150720;5. Is neutral.
146;7bfdb762f8c46fab;05c9285d581fd23e;6bd395f24c7aeda9;2024-09-25T15:12:34.000Z;WOENSDAG LIVE: Vanaf 17.15 uur tweeminutendebat Vreemdelingen- en asielbeleid, te zien op televisie (kanaal 83) en online https://npo.nl/start/live?channel=NPO+Politiek+en+Nieuws…;;5;2;3K;vreemdelingen;2024-10-12 11_04_33.324198;0.002858464606106;0.000003299769787;0.000022380198061;0.000011616589290;0.000108422456833;0.007874869741499;0.000140309304697;5. Is neutral.
147;f834178c62a8f860;08bfad4846cb6ce4;9d398ec433fb6d2d;2024-10-09T06:09:48.000Z;Vreemdelingen stemmen op jullie, nt onze mensen!!;;;2;75;vreemdelingen;2024-10-12 11_04_33.324198;0.031411871314049;0.000007948538041;0.000017474856577;0.000027898042390;0.000006668099559;0.004848420154303;0.000030568040529;1. Against immigration, migrants, foreigners, refugees, or Muslims.
148;48128c939aea5749;f6fcbcd75bff7270;80ee0c6a153c6e3f;2024-10-03T12:05:25.000Z;waarom hebben die vreemdelingen iets tegen mannen met rode lippenstift?;;;6;105;vreemdelingen;2024-10-12 11_04_33.324198;0.024930220097303;0.000000756189820;0.000014241335521;0.000040137500037;0.000000317706593;0.000869772222359;0.000040740902477;6. Other: questions foreigners' views on lipstick.
149;3d431b307ef6e2b2;eb3e1ded8cbf79a9;ec38a73a93742af7;2024-10-04T13:58:17.000Z;"Twee goeie filmpjes die in deze tijd nodig, nee noodzakelijk zijn. Want het gaat totaal mis. 
We zien een totaal uit de hand gelopen decadentie, voorbode van de ondergang,
en dat verwelkomen van vreemdelingen waar wij en ons land helemaal aan kapot gaan.

Steengoeie filmpjes dus!";;1;8;107;vreemdelingen;2024-10-12 11_04_33.324198;0.243418201804161;0.000040095761506;0.000036638633901;0.003624961711466;0.000806128140539;0.094428606331348;0.010223620571196;1. Against immigration, migrants, foreigners, refugees, or Muslims.
150;1b53455d4ed464b0;3c9b6802d31a5b67;71ed8f0371d1a282;2024-10-04T12:01:45.000Z;Misschien moet @MinisterAenM werken aan het strafbaar stellen van onderdak aanbieden aan illegale vreemdelingen. Uitgeprocedeerd is opzouten!!;;;13;160;vreemdelingen;2024-10-12 11_04_33.324198;0.364662796258926;0.000366654567188;0.000010510018910;0.000047568377340;0.000120601689559;0.060435988008976;0.000067882079748;1. Against immigration, migrants, foreigners, refugees, or Muslims.
151;eada2e42490676c6;9fe121aceaaa1450;098e90a22fad3a2f;2024-09-26T07:00:00.000Z;"""Niet de terroristische aanslag onder de Erasmusbrug was een nare daad. Nee. Politici die het mogelijk maken dat vreemdelingen en hun nazaten hier moord en islam zaaien, plegen nare daden.""

Lees nu meer!";1.0;34;96;1,1K;vreemdelingen;2024-10-12 11_04_33.324198;0.363567650318146;0.000031579726055;0.000013349629626;0.000189012891497;0.000045932589273;0.246075972914696;0.001594883739017;1. Against immigration, migrants, foreigners, refugees, or Muslims.
152;c712261a5ce987dc;eb3e1ded8cbf79a9;ec38a73a93742af7;2024-10-04T08:29:26.000Z;"Ophouden met die domme stikstofpraat die alleen maar bedoeld is om de boeren van hun land te jagen zodat ze daar huizen kunnen bouwen voor vreemdelingen die ze speciaal voor dat doel hierheen halen.

Alles op onze kosten natuurlijk. 

Ons land kapot en wij aan de bedelstaf.";;2;3;85;vreemdelingen;2024-10-12 11_04_33.324198;0.517472743988037;0.005224971100688;0.000086857384304;0.000230540987104;0.000002988660981;0.487963050603867;0.001274291658774;1. Against immigration, migrants, foreigners, refugees, or Muslims.
153;994efabd4b1b6f7e;000e02e40e441be7;2c0df27450996f00;2024-10-08T14:57:03.000Z;De vreemdelingen waarmee onze gevangenissen voor 99% mee zijn gevuld. Heel kwaliteitsvol.;;;4;72;vreemdelingen;2024-10-12 11_04_33.324198;0.099443331360817;0.000005974668056;0.000016452187992;0.000239549335674;0.000013280095118;0.004178143106401;0.000108042659121;1. Against immigration, migrants, foreigners, refugees, or Muslims.
154;17eaf54a07dd9699;dbbb749dbd744273;ce55676ec039f62e;2024-10-08T09:45:01.000Z;De gemeente Rotterdam stopt vanaf januari met de bed-bad-broodregeling, de opvang en begeleiding van vreemdelingen die geen verblijfsvergunning hebben, maar niet kunnen worden uitgezet. Een pijnlijk besluit waardoor 45 mensen op straat komen te staan. De schuld hiervan mag echter;14.0;3;5;3,7K;vreemdelingen;2024-10-12 11_04_33.324198;0.025783397257328;0.000071609007136;0.000651680224109;0.000066067324951;0.000005678036359;0.063375286757946;0.000233016529819;5. Is neutral.
155;45e32182c2b99187;5b2ab6f43d9bee59;ee5a48f57d345fcd;2013-06-27T16:08:23.000Z;Misschien minder lichamelijjk onderzoek vreemdelingen http://nos.nl/artikel/523203-teeven-zoekt-alternatief-visitatie.html…;1.0;;;/NOS###/NOS###/NOS/status/350284484387676160###http://t.co/AfVE8PkQgN;vreemdelingen;2024-10-12 11_04_33.324198;0.024063376709819;0.000391167850466;0.001302485587075;0.000331927963998;0.000201691291295;0.003456881036982;0.000208937053685;5. Is neutral.
156;3ca29ec308938d75;7297bbeaa90bbef4;e55f1b90c0e4eb30;2024-10-09T10:48:52.000Z;‘42% van alle sociale woningen in #Antwerpen worden toegewezen aan niet-Europese vreemdelingen. De bevolking nam toe met 90.000 personen, meestal vreemdelingen. We hebben niet meer van alles maar vooral minder vreemdelingen nodig! Sociale woningen voor  eigen volk eerst!’ @atvbe;21.0;102;455;9,8K;vreemdelingen;2024-10-12 11_04_33.324198;0.275512546300888;0.002291233278811;0.000062714927481;0.000013466603377;0.000001135029947;0.034011449664831;0.000147872298840;1. Against immigration, migrants, foreigners, refugees, or Muslims.
157;00575d04c0907327;367b927cc350dbeb;7323b43922013753;2024-10-05T11:54:01.000Z;"Spreidingswet van tafel maar toch opvang asielzoekers? 
""Het college besluit in te stemmen met het voorliggende veiligheidsplan tussen gemeente en het COA met betrekking tot de opvang van alleenstaande minderjarige vreemdelingen (AMV) op de Sparrenlaan 9, te Aerdenhout.""";1.0;;;251;vreemdelingen;2024-10-12 11_04_33.324198;0.037015378475189;0.000706522725523;0.000224465358770;0.000346189743141;0.001411651843227;0.052380133420229;0.002238058485091;5. Is neutral.
158;06dedd7dd11b61e3;6210f26a2c434d56;2e0d7b10e9f86206;2024-10-09T17:16:46.000Z;"Plan Faber.

Er moeten volgens de Tweede Kamer geen borden bij asielzoekerscentra komen met daarop de boodschap dat er wordt gewerkt aan de terugkeer van vreemdelingen.";2.0;1;10;363;vreemdelingen;2024-10-12 11_04_33.324198;0.090851999819279;0.000133913912577;0.000196989582037;0.000002465469152;0.000004772602097;0.023239599540830;0.000073214265285;5. Is neutral.
159;21c115f6327496ec;f38bd27d89c6491c;91a555e69b00f7e3;2024-10-05T08:18:19.000Z;Zo zouden wij ook met illegale vreemdelingen moeten omgaan, uitzetten en inreisverbod opleggen!;3.0;21;64;1,1K;vreemdelingen;2024-10-12 11_04_33.324198;0.795617759227753;0.007754245772958;0.000002729298103;0.000004997138149;0.000003294867383;0.583862483501434;0.000691116903908;1. Against immigration, migrants, foreigners, refugees, or Muslims.
160;a1d6ee5c35f23bac;ee4913e37156b17b;5b18a3a2e9ebe049;2024-10-03T07:32:00.000Z;Ik ben zo’n 70 jaar geleden in Schoten geboren en kan me niet herinneren dat het ooit van ‘hun’ is geweest. Vraag ik aan VB-gezinde medekiezers wat die lijn dan wel bedoelt, dan gaat het unaniem over tram3 die vol ‘vreemdelingen’ zit. Benieuwd of dit aanslaat.;74.0;11;141;37K;vreemdelingen;2024-10-12 11_04_33.324198;0.026193516328931;0.000052016512200;0.000765959906857;0.000379458157113;0.000121043507534;0.084984041750431;0.000268576521194;1. Against immigration, migrants, foreigners, refugees, or Muslims.
161;8f4a3e5419e9043a;8543c821a5cb2c99;e7f084354a2b2ead;2024-10-07T12:56:04.000Z;"Ik hoop dat dit zo doorgaat.Maar ik merk wel dat vreemdelingenhaat al ver woekert door onze (internationale) samenleving heen.
En die vreemdelingenhaat zorgt voor een actie-reactie waardoor er een bevestiging komt tov vreemdelingen. 
Ik voel me geen pessimist, maar maak me zorgen";;;2;87;vreemdelingen;2024-10-12 11_04_33.324198;0.025245795026421;0.000002647721885;0.000025307102987;0.000006449965440;0.000012031704500;0.005103925243020;0.000074773248343;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
162;680abee299dd2d2f;14052db85a12f281;8f42a38d2496def1;2024-10-06T09:41:57.000Z;"Filip Dewinter die werkelijk alles herleidt tot ""illegalen"" en ""niet-Europese vreemdelingen"". Enkel ""islamisering"" ontbreekt nog, maar daar heeft hij zijn handpop Sam van Rooy voor. #7dag";;;2;421;vreemdelingen;2024-10-12 11_04_33.324198;0.286374568939209;0.000644627667498;0.000009833460354;0.000514508399647;0.000330607232172;0.010700848884880;0.000070874484663;1. Against immigration, migrants, foreigners, refugees, or Muslims.
163;ff5e22fbdc3b5642;0c7f7d2e72c0d7af;27482d6e66cb7fb6;2024-10-06T15:04:02.000Z;Het leuke aan zo'n 'vreemdelingenlegioen' is dat die vreemdelingen steeds minder vreemdeling worden. Je begint te wennen aan de individuele eigenschappen van die spelers, vooral bij Lotomba. #Feyenoord #feytwe;;;4;494;vreemdelingen;2024-10-12 11_04_33.324198;0.007035889662802;0.000001781995707;0.000017649741494;0.000078877586930;0.000194235020899;0.000483997369883;0.000015411615095;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
164;afceebd1d23254d5;c546d301ddc42d04;c30b601423a6f579;2024-10-07T05:43:59.000Z;Vreemdelingen zijn dus niet kwaliteitsvol volgens deze extremist…..;;1;2;357;vreemdelingen;2024-10-12 11_04_33.324198;0.631098449230194;0.000103874517663;0.000012816041817;0.000026072171750;0.000005409038749;0.036523614078760;0.000090168461611;1. Against immigration, migrants, foreigners, refugees, or Muslims.
165;dcbf22dbd2756f48;1a73a83dfdb3bb13;88d151af9e7dad3c;2024-10-07T15:45:16.000Z;Ik herinner me de vreemdelingen begin jaren 70 zo iets, die werkten, hebben de metro aangelegd onder andere. Daarna ging het bergafwaarts.;;;2;18;vreemdelingen;2024-10-12 11_04_33.324198;0.311288803815842;0.000068479588663;0.000759104674216;0.000202517767320;0.000065524349338;0.027516890317202;0.003110704012215;1. Against immigration, migrants, foreigners, refugees, or Muslims.
166;8a10ce414fc07969;2308555a2dcb035c;963bb0ed554c3e38;2024-10-05T06:22:22.000Z;Deze opmerkingen komen uit een diep geloof dat als je een kut land bent er geen vreemdelingen hierheen komen. Maar wel de arbeidsmigranten pamperen..;1.0;;2;96;vreemdelingen;2024-10-12 11_04_33.324198;0.379481464624405;0.000005729466466;0.000099781202152;0.000481239927467;0.000050595575885;0.022807706147432;0.000143147350173;1. Against immigration, migrants, foreigners, refugees, or Muslims.
167;3f8768ffb64174c3;86fe97018c9c95c6;92f9422f3172543d;2024-10-03T10:00:58.000Z;Groningen doet geen zak voor de daklozen maar wel voor vreemdelingen waarvan 100% zeker is dat ze GEEN recht hebben op asiel want uitgeprocedeerd en afgewezen.;1.0;;2;65;vreemdelingen;2024-10-12 11_04_33.324198;0.333630889654159;0.000019182167307;0.000629583082627;0.000061632024881;0.000037988527765;0.036962699145079;0.000542902504094;1. Against immigration, migrants, foreigners, refugees, or Muslims.
168;891563efe30bb4cc;6188a8d94214d522;0bfd8743de611dfb;2024-10-04T13:02:49.000Z;En diezelfde vreemdelingen haten onze levensstijl.;;;2;39;vreemdelingen;2024-10-12 11_04_33.324198;0.622168362140656;0.000000302419096;0.000346405955497;0.000066934910137;0.000001272633540;0.013967086561024;0.000321237399476;1. Against immigration, migrants, foreigners, refugees, or Muslims.
169;ceefc47672a14d86;7297bbeaa90bbef4;e55f1b90c0e4eb30;2024-10-10T07:55:42.000Z;‘Veel (illegale) vreemdelingen zijn sociaal en cultureel onaangepast en hebben lak aan onze regels. Wie de 3de wereld importeert, wordt de 3de wereld. Het sluikstortprobleem in Antwerpen is  vooral een kwestie van niet willen. Doe ze luisteren! Stem @vlbelang!’;28.0;79;388;10K;vreemdelingen;2024-10-12 11_04_33.324198;0.714321255683899;0.003884319681674;0.000014358877706;0.000205110511160;0.000085957028205;0.176847845315933;0.000107263513200;1. Against immigration, migrants, foreigners, refugees, or Muslims.
170;9c7fa21440e3889d;d7842a578327ead6;70f85abb8edc460a;2024-10-08T18:42:05.000Z;Hoe is het mogelijk dat zo'n persoon met een pistool rond loopt..wij moesten destijds al onze wapens ook messen inleveren (dat was bewust opgezet door rutte en aanhang) zodat wij ons niet meer konden verdedigen..en die vreemdelingen hebben pistolen en messen op zak???;;;3;35;vreemdelingen;2024-10-12 11_04_33.324198;0.597866356372833;0.000149668048834;0.000063557876274;0.000006027807558;0.000001339221967;0.500338315963745;0.001294231740758;1. Against immigration, migrants, foreigners, refugees, or Muslims.
171;757a70f75226acda;b5f07752baae6c5f;9c36be45df4fba31;2024-10-10T14:46:50.000Z;Anti, woke, anti prik, anti vreemdelingen, anti alles wat een leven;;;2;56;vreemdelingen;2024-10-12 11_04_33.324198;0.474099487066269;0.000071251735790;0.000009285248780;0.000228516466450;0.000008049782082;0.003768303664401;0.000008952672943;1. Against immigration, migrants, foreigners, refugees, or Muslims.
172;ba6bbd4f51bb5b1d;609a1a5051f82af5;76cc2ab675f3c63e;2024-10-08T19:28:03.000Z;Wederom bevestigd dat partij voor vreemdelingen toch echt de beste naam is voor de partij. Wel zo ongecontroleerd mogelijk uiteraard, chaos sells.;;;4;519;vreemdelingen;2024-10-12 11_04_33.324198;0.145630970597267;0.000265177193796;0.001771253766492;0.000025039431421;0.000063025247073;0.064315833151340;0.000432169821579;1. Against immigration, migrants, foreigners, refugees, or Muslims.
